,CreatedDate,ClosedDate,Agency,ComplaintType,Descriptor,City
289081,2011-06-21 11:01:00,2011-06-22 11:45:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
289082,2011-06-23 12:40:28,2011-06-28 15:44:17,DOF,DOF Property - Reduction Issue,Personal DRIE Exemption,NEW YORK
289083,2011-06-21 11:19:00,2011-06-23 13:30:00,DEP,Air Quality,"Air: Dust, Construction/Demolition (AE4)",NEW YORK
289084,2011-06-21 11:21:00,2011-06-23 09:10:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289085,2011-06-21 11:24:00,2011-06-22 03:00:00,DEP,Sewer,Manhole Cover Broken/Making Noise (SB),MIDDLE VILLAGE
289086,2011-06-21 11:29:00,2011-06-21 11:52:00,DEP,Water System,Hydrant Running (WC3),BROOKLYN
289087,2011-06-21 11:30:00,2011-06-22 13:30:00,DEP,Noise,Noise: Jack Hammering (NC2),NEW YORK
289088,2011-06-21 11:32:00,2011-06-23 09:55:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289089,2011-06-21 11:34:00,2011-06-21 14:25:00,DEP,Hazardous Materials,"Oil Spill On Street, Large (HQL)",BROOKLYN
289090,2011-06-21 11:34:00,2011-06-21 11:37:00,DEP,Water System,Hydrant Running Full (WA4),BRONX
289091,2011-06-21 11:37:00,2011-06-21 11:38:00,DEP,Water System,Hydrant Leaking (WC1),BROOKLYN
289092,2011-06-21 11:40:00,2011-06-22 18:45:00,DEP,Water System,Dirty Water (WE),BROOKLYN
289093,2011-06-21 11:25:00,2011-07-08 12:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",WOODSIDE
289094,2011-06-21 11:41:00,2011-06-30 10:00:00,DEP,Air Quality,"Air: Open Fire, Construction/Demolition (AC4)",BROOKLYN
289095,2011-06-21 11:45:00,2011-06-22 20:42:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),CORONA
289096,2011-06-21 11:05:00,2011-06-21 11:50:00,DEP,Sewer,Catch Basin Grating Missing (SA4),LONG ISLAND CITY
289097,2011-06-21 09:58:00,2011-06-30 07:45:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
289098,2011-06-21 11:48:00,2011-07-12 10:15:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),RIDGEWOOD
289099,2011-06-21 11:50:00,2011-07-06 08:45:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),RIDGEWOOD
289100,2011-06-21 11:47:00,2011-06-21 13:21:00,DEP,Water Quality,Cloudy Or Milky Water (QB1),BROOKLYN
289101,2011-06-21 11:48:00,2011-06-22 17:40:00,DEP,Water System,Leak (Use Comments) (WA2),FLUSHING
289102,2011-06-21 11:52:00,2011-07-06 10:15:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),RIDGEWOOD
289103,2011-06-21 11:42:00,2011-06-21 17:50:00,DEP,Water System,Dirty Water (WE),NEW YORK
289104,2011-06-21 11:51:00,2011-06-22 12:00:00,DEP,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",NEW YORK
289105,2011-06-21 11:53:00,2011-06-21 13:35:00,DEP,Hazardous Materials,"Unsafe Chemical, Abandoned (HC2)",LONG ISLAND CITY
289106,2011-06-21 11:54:00,2011-06-22 12:50:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN
289107,2011-06-21 11:57:00,2011-06-21 19:20:00,DEP,Water System,Hydrant Defective (WC2),BROOKLYN
289108,2011-06-21 12:00:00,2011-07-14 16:45:00,DEP,Noise,Noise: Other Noise Sources (Use Comments) (NZZ),NEW YORK
289109,2011-06-22 14:45:45,2011-06-23 11:08:18,DOF,DOF Property - Owner Issue,Remove Mortgage,STATEN ISLAND
289110,2011-06-21 12:04:00,2011-06-22 13:00:00,DEP,Sewer,Street Flooding (SJ),STATEN ISLAND
289111,2011-06-21 12:03:00,2011-06-22 08:47:00,DEP,Water Quality,Other Water Problem (Use Comments) (QZZ),FLUSHING
289112,2011-06-21 12:05:00,2011-07-14 16:45:00,DEP,Noise,Noise: Other Noise Sources (Use Comments) (NZZ),NEW YORK
289113,2011-06-21 12:09:00,2011-06-22 14:35:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),OAKLAND GARDENS
289114,2011-06-21 12:04:00,2011-06-22 13:30:00,DEP,Sewer,Street Flooding (SJ),BROOKLYN
289115,2011-06-21 12:10:00,2011-06-22 10:27:00,DEP,Water Quality,Cloudy Or Milky Water (QB1),STATEN ISLAND
289116,2011-06-21 12:13:00,2011-06-25 09:00:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN
289117,2011-06-21 12:16:00,2011-06-24 12:25:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289118,2011-06-21 12:14:00,2011-06-21 15:00:00,DEP,Sewer,Sewer Break (SBR),STATEN ISLAND
289119,2011-06-21 13:05:00,2011-06-28 13:30:00,DEP,Water System,Leak (Use Comments) (WA2),QUEENS VILLAGE
289120,2011-06-21 11:17:00,2011-07-06 16:45:00,DEP,Water System,Leak (Use Comments) (WA2),STATEN ISLAND
289121,2011-06-21 12:10:00,2011-06-21 17:30:00,DEP,Water System,Other Water Problem (Use Comments) (WZZ),BROOKLYN
289122,2011-06-21 12:20:00,2011-06-21 13:00:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),STATEN ISLAND
289123,2011-06-21 11:58:00,2011-06-22 12:26:00,DEP,Water Conservation,Water Meter Broken/Leaking - Other (CMO),JAMAICA
289124,2011-06-21 12:00:00,2011-06-23 13:50:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289125,2011-06-21 12:23:00,2011-06-23 18:00:00,DEP,Water System,No Water/Low Pressure (WA5),JAMAICA
289126,2011-06-21 12:24:00,2011-06-21 14:10:00,DEP,Sewer,Manhole Cover Missing (Emergency) (SA3),MASPETH
289127,2011-06-21 12:23:00,2011-06-22 11:28:00,DEP,Water Conservation,Water Meter Broken/Leaking - Other (CMO),BROOKLYN
289128,2011-06-21 12:25:00,2011-06-21 16:03:00,DEP,Industrial Waste,Oil Spill Into Basin/Sewer - Small (IABS),NEW YORK
289129,2011-06-21 12:27:00,2011-06-27 11:25:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),LITTLE NECK
289130,2011-06-21 12:25:00,2011-06-21 12:37:00,DEP,Sewer,Manhole Cover Missing (Emergency) (SA3),MASPETH
289131,2011-06-21 12:31:00,2011-06-30 20:23:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),LITTLE NECK
289132,2011-06-21 12:31:00,2011-07-07 11:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
289133,2011-06-21 12:35:00,2011-07-02 08:50:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BELLEROSE
289134,2011-06-21 11:11:00,2011-06-21 14:05:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN
289135,2011-06-21 11:48:00,2011-06-22 10:30:00,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),BROOKLYN
289136,2011-06-21 12:36:00,2011-06-23 20:06:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
289137,2011-06-21 12:11:00,2011-06-23 10:40:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289138,2011-06-21 12:36:00,2011-06-22 09:05:00,DEP,Water System,Dirty Water (WE),BRONX
289139,2011-06-21 12:39:00,2011-06-27 16:41:00,DEP,Noise,"Noise, Barking Dog (NR5)",NEW YORK
289140,2011-06-21 12:41:00,2011-06-27 16:45:00,DEP,Noise,"Noise, Barking Dog (NR5)",NEW YORK
289141,2011-06-21 12:39:00,2011-06-22 08:39:00,DEP,Water Quality,Cloudy Or Milky Water (QB1),ELMHURST
289142,2011-06-21 12:43:00,2011-06-23 09:32:00,DEP,Lead,Lead Kit Request (Residential) (L10),NEW YORK
289143,2011-06-21 12:45:00,2011-06-21 14:00:00,DEP,Water System,Hydrant Running (WC3),NEW YORK
289144,2011-06-21 12:45:00,2011-06-21 19:30:00,DEP,Water System,Hydrant Running (WC3),BROOKLYN
289145,2011-03-22 13:07:59,2011-06-21 00:00:00,DOB,General Construction/Plumbing,Failure To Maintain,NEW YORK
289146,2011-03-22 13:24:42,2011-06-21 00:00:00,DOB,General Construction/Plumbing,Failure To Maintain,NEW YORK
289147,2011-06-21 12:45:00,2011-06-23 09:32:00,DEP,Lead,Lead Kit Request (Residential) (L10),NEW YORK
289148,2011-06-21 12:44:00,2011-06-23 11:55:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),NEW YORK
289149,2011-06-21 12:42:00,2011-06-21 14:40:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BRONX
289150,2011-06-21 12:40:00,2011-06-29 01:45:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN
289151,2011-06-21 12:37:00,2011-06-21 13:05:00,DEP,Water System,Leak (Use Comments) (WA2),BRONX
289152,2011-06-21 12:49:00,2011-06-21 13:00:00,DEP,Water System,Hydrant Running Full (WA4),BROOKLYN
289153,2011-06-21 12:48:00,2011-06-22 17:45:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",BRONX
289154,2011-06-21 12:29:00,2011-06-22 19:45:00,DEP,Water System,Dirty Water (WE),BROOKLYN
289155,2011-06-21 12:51:00,2011-07-12 12:00:00,DEP,Noise,"Noise, Barking Dog (NR5)",BROOKLYN
289156,2011-06-21 12:49:00,2011-06-28 21:45:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
289157,2011-06-21 12:50:00,2011-06-21 13:50:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),WOODHAVEN
289158,2011-06-21 12:53:00,2011-06-30 10:59:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",NEW YORK
289159,2011-06-21 12:54:00,2011-06-22 07:30:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),STATEN ISLAND
289160,2011-06-21 12:57:00,2011-06-22 07:30:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),STATEN ISLAND
289161,2011-06-21 12:52:00,2011-06-21 14:27:00,DEP,Water System,Leak (Use Comments) (WA2),BROOKLYN
289162,2011-06-21 12:56:00,2011-07-15 08:45:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",BAYSIDE
289163,2011-06-21 12:57:00,2011-07-07 15:45:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",NEW YORK
289164,2011-06-21 13:06:00,2011-06-23 11:00:00,DEP,Air Quality,"Air: Smoke, Residential (AA1)",NEW YORK
289165,2011-06-21 13:05:00,2011-06-24 16:00:00,DEP,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",STATEN ISLAND
289166,2011-06-21 13:11:00,2011-06-22 09:00:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN
289167,2011-06-21 13:12:00,2011-06-23 11:00:00,DEP,Noise,Noise: Construction Equipment (NC1),BROOKLYN
289168,2011-06-21 13:05:00,2011-07-01 15:45:00,DEP,Noise,"Noise, Barking Dog (NR5)",BRONX
289169,2011-06-21 13:23:00,2011-06-23 09:32:00,DEP,Lead,Lead Kit Request (Residential) (L10),BROOKLYN
289170,2011-06-21 13:27:00,2011-06-23 09:32:00,DEP,Lead,Lead Kit Request (Residential) (L10),BROOKLYN
289171,2011-06-21 13:29:00,2011-06-22 08:39:00,DEP,Water System,Hydrant Running Full (WA4),BRONX
289172,2011-06-21 13:26:00,2011-06-21 14:30:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),NEW YORK
289173,2011-06-22 11:34:16,2011-06-23 14:35:21,DHS,DHS Advantage -Landlord/Broker,Other Issue,BRONX
289174,2011-06-21 13:29:00,2011-06-21 14:45:00,DEP,Water System,Leak (Use Comments) (WA2),NEW YORK
289175,2011-06-21 12:41:00,2011-06-22 20:05:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",BROOKLYN
289176,2011-06-21 13:06:00,2011-06-29 00:00:00,DEP,Water System,Leak (Use Comments) (WA2),NEW YORK
289177,2011-06-21 13:33:00,2011-06-30 07:00:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),BROOKLYN
289178,2011-06-21 13:37:00,2011-06-21 14:10:00,DEP,Sewer,Manhole Cover Missing (Emergency) (SA3),JAMAICA
289179,2011-06-21 13:40:00,2011-06-22 13:40:00,DEP,Sewer,Street Flooding (SJ),STATEN ISLAND
289180,2011-06-21 13:36:00,2011-06-23 12:20:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289181,2011-06-21 13:40:00,2011-06-22 08:58:00,DEP,Water Quality,Cloudy Or Milky Water (QB1),BROOKLYN
289182,2011-06-21 13:46:00,2011-07-07 10:30:00,DEP,Water System,Dirty Water (WE),BRONX
289183,2011-06-21 12:01:00,2011-06-28 14:45:00,DEP,Noise,"Noise, Ice Cream Truck (NR4)",BROOKLYN
289184,2011-06-21 13:49:00,2011-06-23 12:50:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289185,2011-06-21 13:52:00,2011-06-21 15:45:00,DEP,Hazardous Materials,Chemical Spill/Release (HA1),BROOKLYN
289186,2011-06-21 13:50:00,2011-06-22 11:30:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN
289187,2011-06-21 13:30:00,2011-07-01 07:00:00,DEP,Noise,Noise: Manufacturing Noise (NK1),BROOKLYN
289188,2011-06-21 13:53:00,2011-06-23 09:30:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),STATEN ISLAND
289189,2011-06-21 13:54:00,2011-06-24 09:50:00,DEP,Water System,Hydrant Running Full (WA4),CORONA
289190,2011-06-21 13:52:00,2011-06-21 17:10:00,DEP,Water System,Leak (Use Comments) (WA2),STATEN ISLAND
289191,2011-06-21 13:54:00,2011-06-29 15:45:00,DEP,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",BROOKLYN
289192,2011-06-21 13:56:00,2011-06-29 09:15:00,DEP,Water System,No Water/Low Pressure (WA5),RIDGEWOOD
289193,2011-06-21 13:59:00,2011-07-16 00:00:00,DEP,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",NEW YORK
289194,2011-06-21 13:59:00,2011-06-21 19:50:00,DEP,Water System,Hydrant Running Full (WA4),BROOKLYN
289195,2011-06-21 14:01:00,2011-07-01 12:00:00,DEP,Water System,Hydrant Knocked Over/Missing (WC),BROOKLYN
289196,2011-06-21 14:04:00,2011-06-23 13:45:00,DEP,Air Quality,"Air: Dust, Construction/Demolition (AE4)",NEW YORK
289197,2011-06-21 14:04:00,2011-06-22 14:10:00,DEP,Sewer,Street Flooding (SJ),BROOKLYN
289198,2011-06-21 14:03:00,2011-06-21 14:04:00,DEP,Water System,Hydrant Locking Device Request (Use Comments) (WC5),BROOKLYN
289199,2011-06-21 23:42:00,2011-06-22 12:00:00,DSNY,Sanitation Condition,12 Dead Animals,JAMAICA
289200,2011-06-21 14:10:00,2011-07-14 11:00:00,DEP,Air Quality,"Air: Dust, Construction/Demolition (AE4)",WHITESTONE
289201,2011-06-21 14:03:00,2011-06-23 08:45:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND
289202,2011-06-21 14:13:00,2011-06-28 15:30:00,DEP,Noise,Noise: Alarms (NR3),BROOKLYN
289203,2011-06-21 14:15:00,2011-07-08 14:00:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
289204,2011-06-21 14:16:00,2011-07-12 08:30:00,DEP,Noise,Noise: Other Noise Sources (Use Comments) (NZZ),FLUSHING
289205,2011-06-21 14:06:00,2011-06-23 11:15:00,DEP,Noise,Noise: Private Carting Noise (NQ1),NEW YORK
289206,2011-06-21 14:20:00,2011-06-22 12:45:00,DEP,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",NEW YORK
289207,2011-06-21 14:12:00,2011-06-29 11:00:00,DEP,Air Quality,"Air: Odor/Fumes, Dry Cleaners (AD1)",NEW YORK
289208,2011-06-21 14:15:00,2011-06-21 17:00:00,DEP,Industrial Waste,Chemical Spill (IAC),BROOKLYN
289209,2011-06-21 14:25:00,2011-06-28 11:10:00,DEP,Water System,Other Water Problem (Use Comments) (WZZ),JAMAICA
289210,2011-06-20 19:06:34,2011-09-08 00:00:00,DOB,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,NEW YORK
289211,2011-06-20 20:02:05,2011-08-17 00:00:00,DOB,Elevator,Elevator - Defective/Not Working,NEW YORK
289212,2011-06-20 20:25:01,2011-09-19 00:00:00,DOB,Building/Use,Illegal. Commercial Use In Resident Zone,NEW YORK
289213,2011-06-20 21:10:27,2014-11-25 00:00:00,DOB,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,NEW YORK
289214,2011-06-20 21:14:31,2011-06-22 00:00:00,DOB,General Construction/Plumbing,Site Conditions Endangering Workers,NEW YORK
289215,2011-06-20 22:03:43,2011-09-13 00:00:00,DOB,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,NEW YORK
289216,2011-06-20 22:30:27,2012-02-01 00:00:00,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,NEW YORK
289217,2011-06-20 22:38:09,2012-02-01 00:00:00,DOB,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,NEW YORK
289218,2011-06-22 14:43:43,2011-06-23 13:15:36,DHS,DHS Advantage -Landlord/Broker,Other Issue,BROOKLYN
289219,2011-06-20 22:50:25,2013-11-12 00:00:00,DOB,Building/Use,Illegal. Commercial Use In Resident Zone,NEW YORK
289220,2011-06-20 23:24:15,2014-11-25 00:00:00,DOB,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,NEW YORK
289221,2011-06-20 23:28:57,2013-03-13 00:00:00,DOB,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,NEW YORK
289222,2011-06-20 23:38:26,2011-11-07 00:00:00,DOB,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,NEW YORK
289223,2011-06-21 07:38:42,2011-07-27 00:00:00,DOB,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,NEW YORK
289224,2011-06-21 08:43:24,2011-09-08 00:00:00,DOB,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,NEW YORK
289225,2011-06-21 08:47:38,2011-06-22 00:00:00,DOB,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,NEW YORK
289226,2011-06-21 09:08:27,2011-09-22 00:00:00,DOB,Building/Use,Illegal. Commercial Use In Resident Zone,NEW YORK
289227,2011-06-21 09:17:16,2012-01-06 00:00:00,DOB,General Construction/Plumbing,Failure To Maintain,NEW YORK
289228,2011-06-22 15:54:52,2011-06-29 08:58:08,DOF,DOF Property - Owner Issue,Billing Name Incorrect,NEW YORK
289229,2011-06-21 09:21:17,2011-09-22 00:00:00,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,NEW YORK
289230,2011-06-21 09:24:08,2011-07-12 00:00:00,DOB,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,NEW YORK
289231,2011-06-21 09:36:40,2011-06-21 09:36:40,DOB,Cranes and Derricks,Crane/Suspension Scaffold - No Permit/License/Cert./Unsafe/Illegal,NEW YORK
289232,2011-06-21 09:37:53,2011-12-13 00:00:00,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,NEW YORK
289233,2011-06-21 09:39:35,2011-08-04 00:00:00,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,NEW YORK
289234,2011-06-21 09:54:25,2011-06-27 00:00:00,DOB,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,NEW YORK
289235,2011-06-21 10:03:06,2011-06-24 00:00:00,DOB,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,NEW YORK
289236,2011-06-21 10:08:23,2011-07-05 00:00:00,DOB,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,NEW YORK
289237,2011-06-21 10:14:11,2011-06-27 00:00:00,DOB,General Construction/Plumbing,Failure To Maintain,NEW YORK
289238,2011-06-21 10:57:17,2011-08-02 00:00:00,DOB,Electrical,Electrical Wiring Defective/Exposed,NEW YORK
289239,2011-06-21 11:03:35,2011-08-01 00:00:00,DOB,Boilers,Boiler - Defective/Inoperative/No Permit,NEW YORK
289240,2011-06-21 11:18:34,2011-07-22 00:00:00,DOB,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,NEW YORK
289241,2011-06-21 11:31:37,2011-06-27 00:00:00,DOB,General Construction/Plumbing,Failure To Maintain,NEW YORK
289242,2011-06-21 11:41:30,2011-06-30 00:00:00,DOB,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,NEW YORK
289243,2011-06-21 11:42:32,2011-07-26 00:00:00,DOB,General Construction/Plumbing,Failure To Maintain,NEW YORK
289244,2011-06-21 12:11:15,2011-10-21 00:00:00,DOB,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,NEW YORK
289245,2011-06-21 12:22:40,2011-06-27 00:00:00,DOB,Elevator,Elevator Not Inspected/Illegal/No Permit,NEW YORK
289246,2011-06-21 12:23:10,2011-06-27 00:00:00,DOB,General Construction/Plumbing,Failure To Maintain,NEW YORK
289247,2011-06-21 13:11:24,2011-07-23 00:00:00,DOB,General Construction/Plumbing,Failure To Maintain,NEW YORK
289248,2011-06-21 13:38:55,2011-06-28 00:00:00,DOB,Cranes and Derricks,Crane/Suspension Scaffold - No Permit/License/Cert./Unsafe/Illegal,NEW YORK
289249,2011-06-21 13:58:39,2011-06-21 13:58:39,DOB,Cranes and Derricks,Crane/Suspension Scaffold - No Permit/License/Cert./Unsafe/Illegal,NEW YORK
289250,2011-06-21 14:08:08,2011-06-29 00:00:00,DOB,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,NEW YORK
289251,2011-06-21 14:27:45,2011-07-06 00:00:00,DOB,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,NEW YORK
289252,2011-06-21 14:36:56,2011-09-19 00:00:00,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,NEW YORK
289253,2011-06-21 14:40:33,2011-06-22 00:00:00,DOB,Electrical,Electrical Wiring Defective/Exposed,NEW YORK
289254,2011-06-21 14:43:11,2011-06-29 00:00:00,DOB,BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),NEW YORK
289255,2011-06-21 14:48:19,2011-06-22 00:00:00,DOB,Plumbing,Sprinkler System - Inadequate,NEW YORK
289256,2011-06-21 14:50:52,2011-12-12 00:00:00,DOB,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,NEW YORK
289257,2011-06-21 15:24:05,2011-08-31 00:00:00,DOB,BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),NEW YORK
289258,2011-06-21 14:27:00,2011-06-22 08:20:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),STATEN ISLAND
289259,2011-06-21 14:31:00,2011-06-21 22:00:00,DEP,Water System,Leak (Use Comments) (WA2),STATEN ISLAND
289260,2011-06-21 14:34:00,2011-06-23 09:25:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN
289261,2011-06-21 13:33:00,2011-06-22 10:15:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),NEW YORK
289262,2011-06-21 14:36:00,2011-06-21 21:10:00,DEP,Water System,Other Water Problem (Use Comments) (WZZ),COLLEGE POINT
289263,2011-06-21 14:36:00,2011-06-22 16:15:00,DEP,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),HOWARD BEACH
289264,2011-06-21 14:40:00,2011-06-22 14:30:00,DEP,Noise,Noise: Construction Before/After Hours (NM1),BRONX
289265,2011-06-21 14:23:00,2011-06-21 14:55:00,DEP,Sewer,Catch Basin Search (SC2),BRONX
289266,2011-06-21 14:41:00,2011-07-09 12:00:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),OZONE PARK
289267,2011-06-21 14:45:00,2011-06-22 08:15:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),OZONE PARK
289268,2011-06-21 14:53:00,2011-07-01 16:30:00,DEP,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",NEW YORK
289269,2011-06-21 14:54:00,2011-06-23 10:00:00,DEP,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),NEW YORK
289270,2011-06-21 14:44:00,2011-06-30 11:00:00,DEP,Noise,Noise: Construction Equipment (NC1),NEW YORK
289271,2011-06-21 14:57:00,2011-06-22 08:18:00,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),STATEN ISLAND
289272,2011-06-21 15:01:00,2011-06-21 18:20:00,DEP,Water System,Hydrant Running (WC3),BROOKLYN
289273,2011-06-21 15:00:00,2011-06-21 16:11:00,DEP,Water System,Hydrant Running (WC3),BRONX
289274,2011-06-21 14:59:00,2011-06-21 17:55:00,DEP,Water System,Hydrant Leaking (WC1),BROOKLYN
289275,2011-06-21 14:59:00,2011-06-22 09:50:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),BRONX
289276,2011-06-21 15:00:00,2011-06-21 17:00:00,DEP,Water System,Leak (Use Comments) (WA2),NEW YORK
