,Citation Number,Date Issued,Time Issued,Location,District,Cited Person Sex,Cited Person Race,Cited Person Age,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
1173,    C9489,2018-09-27 14:48:00,2018-09-27 14:48:00,E MORNINGSIDE DR & S SMITH RD,LB220,F,W,56,9-21-8-32,DISREGARDING STOP SIGN,26,M,W,3,2018
1174,    C9525,2018-09-27 23:15:00,2018-09-27 23:15:00,116 N WALNUT ST; UNIT C,LB102,F,W,20,14.09.030,NOISE VIOLATION,37,F,W,3,2018
1175,    C9490,2018-09-28 00:25:00,2018-09-28 00:25:00,S ROGERS ST & W GRAHAM DR,LB423,M,W,29,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,3,2018
1176,    C9491,2018-09-28 00:25:00,2018-09-28 00:25:00,S ROGERS ST & W GRAHAM DR,LB423,M,W,29,9-18-2-27,FALSE REGISTRATION,25,M,W,3,2018
1177,    C9494,2018-09-28 13:30:00,2018-09-28 13:30:00,W 10TH ST & N ADAMS ST,LB521,M,W,19,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,32,M,W,3,2018
1178,    C9501,2018-09-28 22:06:00,2018-09-28 22:06:00,E MOORES PIKE & S COLLEGE MALL RD,LB319,M,W,43,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,28,F,A,3,2018
1179,    C9526,2018-09-29 01:25:00,2018-09-29 01:25:00,321 N WASHINGTON ST,LB102,M,W,22,14.09.030,NOISE VIOLATION,37,F,W,3,2018
1180,    C9527,2018-09-29 02:20:00,2018-09-29 02:20:00,966 S COPPER BEECH WAY; APT C,LB415,M,B,20,14.09.030,NOISE VIOLATION,24,F,W,3,2018
1181,    C9500,2018-09-29 10:44:00,2018-09-29 10:44:00,E MILLER DR & S WALNUT ST,LB421,M,W,29,9-18-2-7,EXPIRED LICENSE PLATES,51,M,W,3,2018
1182,    C9533,2018-09-29 17:21:00,2018-09-29 17:21:00,S ROGERS ST & W 2ND ST,LB409,F,W,33,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,24,M,L,3,2018
1183,    C9528,2018-09-29 19:51:00,2018-09-29 19:51:00,1000 E ATWATER AVE,LB302,M,A,20,14.09.030,NOISE VIOLATION,25,M,W,3,2018
1184,    C9529,2018-09-29 19:51:00,2018-09-29 19:51:00,1002 E ATWATER AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,25,M,W,3,2018
1185,    C9502,2018-09-29 23:30:00,2018-09-29 23:30:00,S WOODSCREST DR & E 2ND ST,LB304,M,W,40,9-18-2-7,EXPIRED LICENSE PLATES,25,M,W,3,2018
1186,    C9497,2018-09-30 18:25:00,2018-09-30 18:25:00,N COLLEGE AVE & W 17TH ST,LB519,M,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,3,2018
1187,    C9496,2018-09-30 23:00:00,2018-09-30 23:00:00,E NORTH DR & S WALNUT ST,LB421,M,B,29,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,25,M,W,3,2018
1188,    C9524,2018-10-01 02:44:00,2018-10-01 02:44:00,W TAPP RD & INTERSTATE 69 RAMP,LMS27,F,U,40,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,37,M,W,4,2018
1189,    C9520,2018-10-01 22:58:00,2018-10-01 22:58:00,W 3RD ST & S KIMBLE DR,LB523,M,L,24,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,4,2018
1190,    C9523,2018-10-01 23:36:00,2018-10-01 23:36:00,S HICKORY LEAF DR & W STATE ROAD 45,LB416,M,W,25,9-18-2-27,FALSE REGISTRATION,37,M,W,4,2018
1191,    C9530,2018-10-01 23:56:00,2018-10-01 23:56:00,PATTERSON & ROGERS ST,LB412,M,A,26,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1192,    C9532,2018-10-02 11:05:00,2018-10-02 11:05:00,E NORTH DR & S WALNUT ST,LB421,F,W,41,9-24-19-1,DRIVING WHILE SUSPENDED,46,M,W,4,2018
1193,    C9534,2018-10-03 13:05:00,2018-10-03 13:05:00,2300 N WALNUT ST; MCDONALDS NORTH,LB209,F,W,32,9-24-1-1,"LICENSES, CLASSES OF",46,M,W,4,2018
1194,    C9535,2018-10-03 13:20:00,2018-10-03 13:20:00,S COLLEGE MALL RD & E 3RD ST,LB221,F,S,36,9-24-7-4,LEARNERS PERMIT,33,M,W,4,2018
1195,    C9546,2018-10-04 09:08:00,2018-10-04 09:08:00,W 1ST ST & S COLLEGE AVE,LB410,M,W,37,9-24-19-1,DRIVING WHILE SUSPENDED,25,F,B,4,2018
1196,    C9550,2018-10-04 10:23:00,2018-10-04 10:23:00,S ROGERS ST & W KIRKWOOD AVE,LB520,M,W,70,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,40,M,W,4,2018
1197,    C9549,2018-10-04 15:28:00,2018-10-04 15:28:00,421 E 3RD ST,LB104,M,W,24,9-24-1-1,"LICENSES, CLASSES OF",26,M,B,4,2018
1198,    C9549,2018-10-04 15:28:00,2018-10-04 15:28:00,421 E 3RD ST,LB104,M,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,B,4,2018
1199,    C9548,2018-10-04 23:23:00,2018-10-04 23:23:00,S WALNUT STREET PIKE & E BURKS DR,LB336,M,L,27,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1200,    C9553,2018-10-05 14:54:00,2018-10-05 14:54:00,720 N WALNUT ST,LB213,M,W,37,9-18.1-2-3,REGISTRATION AND DISPLAY OF REGISTRATION,26,M,B,4,2018
1201,    C9554,2018-10-05 23:12:00,2018-10-05 23:12:00,S WALNUT ST & E GRIMES LN,LB314,F,W,44,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,W,4,2018
1202,    C9555,2018-10-06 00:52:00,2018-10-06 00:52:00,W 3RD ST & S PATTERSON DR,LB407,M,B,23,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,W,4,2018
1203,    C9556,2018-10-06 02:58:00,2018-10-06 02:58:00,S ROGERS ST & W KIRKWOOD AVE,LB520,M,W,29,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,28,F,A,4,2018
1204,    C9557,2018-10-06 13:25:00,2018-10-06 13:25:00,N WALNUT ST & N OLD STATE ROAD 37,LB212,M,U,46,9-24-19-1,DRIVING WHILE SUSPENDED,25,F,B,4,2018
1205,    C9558,2018-10-06 20:23:00,2018-10-06 20:23:00,S WALNUT ST & E 2ND ST,LB103,F,B,24,9-24-7-4,LEARNERS PERMIT,31,M,W,4,2018
1206,    C9551,2018-10-06 23:56:00,2018-10-06 23:56:00,S ROGERS ST & W PATTERSON DR,LB412,F,W,22,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,25,M,W,4,2018
1207,    C9552,2018-10-07 00:30:00,2018-10-07 00:30:00,S ROGERS ST & W PATTERSON DR,LB412,F,W,22,9-18-2-27,FALSE REGISTRATION,25,M,W,4,2018
1208,    C9559,2018-10-07 11:27:00,2018-10-07 11:27:00,S CURRY PIKE & W 3RD ST,LB402,M,W,32,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,4,2018
1209,    C9563,2018-10-07 16:06:00,2018-10-07 16:06:00,N MAPLE ST & W 11TH ST,LB518,M,U,58,9-21-8-32,DISREGARDING STOP SIGN,25,M,W,4,2018
1210,    C9562,2018-10-07 20:02:00,2018-10-07 20:02:00,S ROGERS ST & W COOLIDGE DR,LB423,F,W,31,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,28,M,W,4,2018
1211,    C9561,2018-10-07 23:11:00,2018-10-07 23:11:00,S ROGERS ST & S ROCKPORT RD,LB420,M,W,26,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1212,    C9560,2018-10-08 15:08:00,2018-10-08 15:08:00,N MAPLE ST & W 11TH ST,LB518,M,W,61,9-21-8-32,DISREGARDING STOP SIGN,26,M,W,4,2018
1213,    C9567,2018-10-09 07:59:00,2018-10-09 07:59:00,S HENDERSON ST & E GRIMES LN,LB313,M,W,30,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2018
1214,    C9569,2018-10-09 10:51:00,2018-10-09 10:51:00,W STATE ROAD 45 46 BYPASS & N KINSER PIKE,LB511,M,W,60,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2018
1215,    C9568,2018-10-09 15:00:00,2018-10-09 15:00:00,S WALNUT ST & E KIRKWOOD AVE,LB102,F,U,30,9-24-19-1,DRIVING WHILE SUSPENDED,33,F,W,4,2018
1216,    C9571,2018-10-09 23:10:00,2018-10-09 23:10:00,S WALNUT STREET PIKE & E WINSLOW RD,LB328,F,W,34,9-18-2-7,EXPIRED LICENSE PLATES,32,M,W,4,2018
1217,    C9572,2018-10-09 23:13:00,2018-10-09 23:13:00,608 N DUNN ST,LB214,M,W,21,14.09.030,NOISE VIOLATION,22,M,W,4,2018
1218,    C9574,2018-10-10 14:45:00,2018-10-10 14:45:00,S SARE RD & E MOORES PIKE,LB318,M,U,21,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,37,F,W,4,2018
1219,    C9576,2018-10-10 15:57:00,2018-10-10 15:57:00,S HIGH ST & E MAXWELL LN,LB303,M,U,30,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1220,    C9582,2018-10-11 10:08:00,2018-10-11 10:08:00,E 3RD ST & S KINGSTON DR,LB305,M,B,34,9-24-19-1,DRIVING WHILE SUSPENDED,46,M,W,4,2018
1221,    C9584,2018-10-11 17:08:00,2018-10-11 17:08:00,W TAPP RD & INTERSTATE 69 RAMP,LMS27,M,W,58,9-21-5-11(C)2,SPEED IN WORKSITE,26,M,B,4,2018
1222,    C9583,2018-10-11 21:49:00,2018-10-11 21:49:00,E 10TH ST & N WALNUT GROVE AVE,LIU14,M,U,20,9-24-19-1,DRIVING WHILE SUSPENDED,28,F,A,4,2018
1223,    C9608,2018-10-12 00:13:00,2018-10-12 00:13:00,S HENDERSON ST & E WINSLOW RD,LB326,M,B,35,9-24-1-1,"LICENSES, CLASSES OF",25,M,W,4,2018
1224,    C9580,2018-10-12 00:37:00,2018-10-12 00:37:00,1454 N KINSER PIKE; APT D5,LB512,M,W,19,14.09.030,NOISE VIOLATION,30,M,W,4,2018
1225,    C9591,2018-10-12 02:30:00,2018-10-12 02:30:00,1410 W 15TH ST,LB517,M,B,21,14.09.030,NOISE VIOLATION,25,M,W,4,2018
1226,    C9588,2018-10-12 11:06:00,2018-10-12 11:06:00,S WALNUT ST & E WYLIE ST,LB410,F,W,31,9-24-19-1,DRIVING WHILE SUSPENDED,44,M,W,4,2018
1227,    C9590,2018-10-13 11:02:00,2018-10-13 11:02:00,425 E 7TH ST,LB102,M,W,21,14.09.030,NOISE VIOLATION,25,F,B,4,2018
1228,    C9589,2018-10-13 14:25:00,2018-10-13 14:25:00,N OLD STATE ROAD 37 & CASCADES PARK TRAIL,LB201,F,L,23,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,M,W,4,2018
1229,    C9593,2018-10-13 17:05:00,2018-10-13 17:05:00,E 4TH ST & S DUNN ST,LB104,M,L,23,9-24-1-1,"LICENSES, CLASSES OF",26,M,B,4,2018
1230,    C9592,2018-10-14 00:38:00,2018-10-14 00:38:00,435 W AMARYLLIS DR,LB513,M,B,24,14.09.030,NOISE VIOLATION,26,M,W,4,2018
1231,    C9594,2018-10-14 02:27:00,2018-10-14 02:27:00,1410 W 15TH ST,LB517,M,B,23,14.09.030,NOISE VIOLATION,38,M,W,4,2018
1232,    C9596,2018-10-14 19:48:00,2018-10-14 19:48:00,S SWAIN AVE & E ATWATER AVE,LB303,M,W,24,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,26,M,B,4,2018
1233,    C9595,2018-10-14 20:43:00,2018-10-14 20:43:00,S PARK SQUARE DR & W SUNSET AVE,LMS28,M,W,20,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,28,M,W,4,2018
1234,    C9598,2018-10-15 09:49:00,2018-10-15 09:49:00,S WALNUT ST & E WINSLOW RD,LB422,M,B,27,9-24-19-1,DRIVING WHILE SUSPENDED,48,M,W,4,2018
1235,    C9607,2018-10-16 19:45:00,2018-10-16 19:45:00,S HENDERSON ST & E WINSLOW RD,LB326,M,W,27,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1236,    C9610,2018-10-18 18:10:00,2018-10-18 18:10:00,2980 W WHITEHALL CROSSING BLVD; MOTHER BEARS PIZZA WEST,LB515,M,W,25,9-18-2-27,FALSE REGISTRATION,26,M,W,4,2018
1237,    C9612,2018-10-18 18:17:00,2018-10-18 18:17:00,S WALNUT ST & E BURKS DR,LB336,M,W,29,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,4,2018
1238,    C9619,2018-10-19 00:15:00,2018-10-19 00:15:00,504 E MELROSE AVE,LB315,F,U,19,14.09.030,NOISE VIOLATION,26,M,B,4,2018
1239,    C9611,2018-10-19 00:16:00,2018-10-19 00:16:00,W KIRKWOOD AVE & N ADAMS ST,LB521,F,U,22,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1240,    C9613,2018-10-19 01:04:00,2018-10-19 01:04:00,1002 E ATWATER AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,26,M,W,4,2018
1241,    C9616,2018-10-19 18:56:00,2018-10-19 18:56:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB210,U,U,21,9-24-1-1,"LICENSES, CLASSES OF",26,M,B,4,2018
1242,    C9616,2018-10-19 18:56:00,2018-10-19 18:56:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB210,U,U,21,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,B,4,2018
1243,    C9617,2018-10-19 20:04:00,2018-10-19 20:04:00,N STATE ROAD 46 & E EASTGATE LN,LB222,F,W,53,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,29,M,W,4,2018
1244,    C9617,2018-10-19 20:04:00,2018-10-19 20:04:00,N STATE ROAD 46 & E EASTGATE LN,LB222,F,W,53,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,29,M,W,4,2018
1245,    C9618,2018-10-20 03:35:00,2018-10-20 03:35:00,1410 W 15TH ST,LB517,M,B,21,14.09.030,NOISE VIOLATION,26,M,B,4,2018
1246,    C9615,2018-10-20 13:45:00,2018-10-20 13:45:00,N WALNUT ST & W 15TH ST,LB519,M,W,22,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,31,M,W,4,2018
1247,    C9621,2018-10-21 15:59:00,2018-10-21 15:59:00,I69 EXIT 115 AT FULLERTON PIKE,LMS21,F,B,30,9-21-5-2,SPEED MAXIMUM,26,M,B,4,2018
1248,    C9620,2018-10-21 16:14:00,2018-10-21 16:14:00,W TAPP RD EXIT FROM I69 NB,LMS22,M,W,19,9-21-5-2,SPEED MAXIMUM,26,M,B,4,2018
1249,    C9626,2018-10-22 18:48:00,2018-10-22 18:48:00,W 2ND ST & S PATTERSON DR,LB406,F,W,28,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,29,M,W,4,2018
1250,    C9627,2018-10-23 01:09:00,2018-10-23 01:09:00,W 3RD ST & S MULLER PKWY,LB522,M,B,32,9-24-19-1,DRIVING WHILE SUSPENDED,37,M,W,4,2018
1251,    C9636,2018-10-23 12:18:00,2018-10-23 12:18:00,E 3RD ST & S CLARIZZ BLVD,LB221,M,W,30,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2018
1252,    C9651,2018-10-23 14:43:00,2018-10-23 14:43:00,N LINCOLN ST & E 17TH ST,LB212,F,W,21,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,26,M,B,4,2018
1253,    C9639,2018-10-23 23:12:00,2018-10-23 23:12:00,1320 N ARLINGTON PARK DR; THE RESERVE AT CHANDLERS GLEN,LB514,M,W,18,9-24-19-1,DRIVING WHILE SUSPENDED,37,M,W,4,2018
1254,    C9640,2018-10-23 23:12:00,2018-10-23 23:12:00,1320 N ARLINGTON PARK DR; THE RESERVE AT CHANDLERS GLEN,LB514,M,W,18,9-18-2-27,FALSE REGISTRATION,37,M,W,4,2018
1255,    C9641,2018-10-23 23:12:00,2018-10-23 23:12:00,1320 N ARLINGTON PARK DR; THE RESERVE AT CHANDLERS GLEN,LB514,M,W,18,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,37,M,W,4,2018
1256,    C9637,2018-10-24 07:41:00,2018-10-24 07:41:00,S WALNUT ST & E RIDGEVIEW DR,LB328,M,W,27,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,44,M,W,4,2018
1257,    C9649,2018-10-24 12:31:00,2018-10-24 12:31:00,210 E KIRKWOOD AVE; OLD NATIONAL BANK DOWNTOWN,LB104,M,W,19,9-24-19-1,DRIVING WHILE SUSPENDED,51,M,W,4,2018
1258,    C9643,2018-10-25 03:10:00,2018-10-25 03:10:00,E NORTH DR & S WALNUT ST,LB421,M,W,20,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,4,2018
1259,    C9643,2018-10-25 03:10:00,2018-10-25 03:10:00,E NORTH DR & S WALNUT ST,LB421,M,W,20,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,25,M,W,4,2018
1260,    C9643,2018-10-25 03:10:00,2018-10-25 03:10:00,E NORTH DR & S WALNUT ST,LB421,M,W,20,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1261,    C9642,2018-10-25 03:18:00,2018-10-25 03:18:00,E NORTH DR & S WALNUT ST,LB421,M,W,20,9-18-2-27,FALSE REGISTRATION,25,M,W,4,2018
1262,    C9648,2018-10-25 04:50:00,2018-10-25 04:50:00,S COLLEGE MALL RD & E 3RD ST,LB221,F,B,22,9-21-5-2,SPEED MAXIMUM,44,M,W,4,2018
1263,    C9650,2018-10-25 15:50:00,2018-10-25 15:50:00,W BLOOMFIELD RD & S OAKDALE DR,LB417,M,W,42,9-21-8-25,"TURNS, SIGNALING",29,M,W,4,2018
1264,    C9653,2018-10-26 16:07:00,2018-10-26 16:07:00,W 3RD ST & S JOHNSON AVE,LB404,M,W,62,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,4,2018
1265,    C9654,2018-10-26 21:10:00,2018-10-26 21:10:00,S HENDERSON ST & E WYLIE FARM RD,LB327,F,W,31,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,29,M,W,4,2018
1266,    C9655,2018-10-26 21:29:00,2018-10-26 21:29:00,S HENDERSON ST & E WYLIE FARM RD,LB327,M,W,29,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,29,M,W,4,2018
1267,    C9656,2018-10-27 01:30:00,2018-10-27 01:30:00,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,M,W,20,7.1-5-7-3,POSESSION/FALSE ID,44,M,W,4,2018
1268,    C9660,2018-10-27 01:44:00,2018-10-27 01:44:00,N COLLEGE AVE & W 17TH ST,LB519,M,U,18,9-21-8-9,WRONG WAY ON ONE WAY,28,M,W,4,2018
1269,    C9661,2018-10-27 01:44:00,2018-10-27 01:44:00,N COLLEGE AVE & W 17TH ST,LB519,M,U,18,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,W,4,2018
1270,    C9657,2018-10-27 08:18:00,2018-10-27 08:18:00,W 3RD ST & S JOHNSON AVE,LB404,M,W,23,9-21-5-2,SPEED MAXIMUM,41,F,W,4,2018
1271,    C9657,2018-10-27 08:18:00,2018-10-27 08:18:00,W 3RD ST & S JOHNSON AVE,LB404,M,W,23,9-21-7-2,LIGHTS; TIME FOR DISPLAY; EXCEPTION,41,F,W,4,2018
1272,    C9659,2018-10-28 06:11:00,2018-10-28 06:11:00,S WASHINGTON ST & E 3RD ST,LB104,M,W,30,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2018
1273,    C9658,2018-10-28 15:15:00,2018-10-28 15:15:00,W 3RD ST & S LIBERTY DR,LB403,M,W,37,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,4,2018
1274,    C9666,2018-10-28 20:57:00,2018-10-28 20:57:00,S WASHINGTON ST & E DODDS ST,LB314,M,W,23,9-21-8-32,DISREGARDING STOP SIGN,26,M,B,4,2018
1275,    C9663,2018-10-29 06:48:00,2018-10-29 06:48:00,N WALNUT ST & E STATE ROAD 45 46 BYPASS,LB512,F,W,46,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,4,2018
1276,    C9665,2018-10-29 21:17:00,2018-10-29 21:17:00,E 17TH ST & N FEE LN,LIU08,M,A,19,9-24-7-4,LEARNERS PERMIT,26,M,B,4,2018
1277,    C9680,2018-10-29 23:49:00,2018-10-29 23:49:00,W BLOOMFIELD RD & S STATE ROAD 37 RAMP,LB417,M,U,47,9-24-19-1,DRIVING WHILE SUSPENDED,37,M,W,4,2018
1278,    C9679,2018-10-30 11:00:00,2018-10-30 11:00:00,S BALLANTINE RD & E ATWATER AVE,LIU14,M,W,34,9-18-2-7,EXPIRED LICENSE PLATES,32,M,W,4,2018
1279,    C9682,2018-10-30 14:08:00,2018-10-30 14:08:00,S WOODLAWN AVE & E ATWATER AVE,LIU14,M,B,48,9-18.1-2-3,REGISTRATION AND DISPLAY OF REGISTRATION,26,M,B,4,2018
1280,    C9682,2018-10-30 14:08:00,2018-10-30 14:08:00,S WOODLAWN AVE & E ATWATER AVE,LIU14,M,B,48,9-24-1-1,"LICENSES, CLASSES OF",26,M,B,4,2018
1281,    C9678,2018-10-30 18:38:00,2018-10-30 18:38:00,W 3RD ST & S LANDMARK AVE,LB405,F,W,35,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,4,2018
1282,    C9681,2018-10-30 22:33:00,2018-10-30 22:33:00,W SR 46 SR 37 OVERPASS; W SR 46 AND SR 37 OVERPASS,LB509,M,W,45,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,4,2018
1283,    C9685,2018-10-31 17:03:00,2018-10-31 17:03:00,N WALNUT ST & E 9TH ST,LB101,M,W,50,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,26,M,B,4,2018
1284,    C9683,2018-10-31 18:13:00,2018-10-31 18:13:00,W 2ND ST & S PATTERSON DR,LB406,M,W,21,9-18-2-27,FALSE REGISTRATION,25,M,W,4,2018
1285,    C9684,2018-10-31 18:13:00,2018-10-31 18:13:00,W 2ND ST & S PATTERSON DR,LB406,M,W,21,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,25,M,W,4,2018
1286,    C9692,2018-11-01 01:37:00,2018-11-01 01:37:00,W TAPP RD & INTERSTATE 69 RAMP,LMS27,M,U,19,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,37,M,W,4,2018
1287,    C9691,2018-11-01 15:44:00,2018-11-01 15:44:00,N DUNN ST & E 17TH ST,LIU07,F,B,23,9-21-12-1,STOPPING FOR SCHOOL BUS,26,M,B,4,2018
1288,    C9693,2018-11-01 16:18:00,2018-11-01 16:18:00,S ALLENDALE DR & E WINSLOW RD,LB325,F,W,33,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,27,M,W,4,2018
1289,    C9697,2018-11-02 16:09:00,2018-11-02 16:09:00,1900 S WALNUT ST; HERALD-TIMES,LB421,F,W,58,9-21-12-1,STOPPING FOR SCHOOL BUS,31,M,W,4,2018
1290,    C9695,2018-11-02 18:19:00,2018-11-02 18:19:00,S WASHINGTON ST & E 3RD ST,LB104,M,W,19,14.09.030,NOISE VIOLATION,25,M,W,4,2018
1291,    C9696,2018-11-02 19:36:00,2018-11-02 19:36:00,N COLLEGE AVE & W 7TH ST,LB101,M,B,22,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,4,2018
1292,    C9705,2018-11-03 14:54:00,2018-11-03 14:54:00,E 10TH ST & BARRINGTON DR,LB220,M,W,39,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,4,2018
1293,    C9699,2018-11-03 22:52:00,2018-11-03 22:52:00,N GRANT ST & E 11TH ST,LB213,M,B,23,9-24-19-1,DRIVING WHILE SUSPENDED,25,F,B,4,2018
1294,    C9700,2018-11-04 03:06:00,2018-11-04 03:06:00,S ROGERS ST & W KIRKWOOD AVE,LB520,M,B,44,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1295,    C9703,2018-11-04 17:30:00,2018-11-04 17:30:00,N LISMORE DR & W 17TH ST,LB514,M,W,35,9-21-5-2,SPEED MAXIMUM,24,F,W,4,2018
1296,    C9704,2018-11-05 01:13:00,2018-11-05 01:13:00,S WALNUT ST & E 4TH ST,LB103,M,A,21,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1297,    C9708,2018-11-05 01:16:00,2018-11-05 01:16:00,S ROGERS ST & W GRAHAM DR,LB423,M,W,23,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1298,    C9706,2018-11-05 11:41:00,2018-11-05 11:41:00,S HIGHLAND AVE & E 2ND ST,LB303,F,W,41,9-24-19-1,DRIVING WHILE SUSPENDED,42,F,W,4,2018
1299,    C9707,2018-11-05 19:38:00,2018-11-05 19:38:00,S STATE ROAD 37 RAMP & W 3RD ST,LB524,M,W,59,9-21-7-2,LIGHTS; TIME FOR DISPLAY; EXCEPTION,31,M,W,4,2018
1300,    C9710,2018-11-05 22:55:00,2018-11-05 22:55:00,W 2ND ST & S PATTERSON DR,LB406,F,W,72,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,4,2018
1301,    C9709,2018-11-06 00:29:00,2018-11-06 00:29:00,S ROGERS ST & W COUNTRY CLUB DR,LB423,M,B,28,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2018
1302,    C9712,2018-11-06 20:33:00,2018-11-06 20:33:00,S MADISON ST & W 4TH ST,LB103,F,W,40,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,31,M,W,4,2018
1303,    C9711,2018-11-06 23:18:00,2018-11-06 23:18:00,W BLOOMFIELD RD & S OAKDALE DR,LB417,M,B,33,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2018
1304,    C9713,2018-11-07 04:37:00,2018-11-07 04:37:00,2446 S HENDERSON ST,LB327,M,W,35,9-21-11-9,LAMPS & REFLECTORS ON BICYCLE,25,M,W,4,2018
1305,    C9713,2018-11-07 04:37:00,2018-11-07 04:37:00,2446 S HENDERSON ST,LB327,M,W,35,9-21-8-9,WRONG WAY ON ONE WAY,25,M,W,4,2018
1306,    C9714,2018-11-07 15:24:00,2018-11-07 15:24:00,W 11TH ST & N ROGERS ST,LB518,F,U,21,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2018
1307,    C9715,2018-11-07 15:24:00,2018-11-07 15:24:00,W 11TH ST & N ROGERS ST,LB518,F,U,21,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,26,M,W,4,2018
1308,    C9734,2018-11-08 08:43:00,2018-11-08 08:43:00,N COLLEGE AVE & W 6TH ST,LB101,F,U,28,9-24-1-1,"LICENSES, CLASSES OF",53,F,W,4,2018
1309,    C9734,2018-11-08 08:43:00,2018-11-08 08:43:00,N COLLEGE AVE & W 6TH ST,LB101,F,U,28,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2018
