Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Assist,FIRE RELATED,,,September,,No weapon (unarmed),524500,North Precinct,17.650500381,,173528749,599419,White,Male,No,26.129952435,173528749599419,Active,,,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,October,,No weapon (unarmed),795518,Central Precinct,29.752777778,,712529105,3732446,Black,Male,Yes,23.516666667,7125291053732446,Active,,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1800-2359,Alarm,ALARM - AUDIBLE / MONITORED - PRIORITY,,,June,,No weapon (unarmed),1056249,East Precinct,10.690308219,,817527786,550839,White,Male,Yes,40.386198630,817527786550839,Active,,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,September,,No weapon (unarmed),1010941,North Precinct,4.668455099,,548538953,394652,White,Male,No,45.452016743,548538953394652,Active,,,,,,,,Dispatched,Yes,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,September,,No weapon (unarmed),909731,North Precinct,6.989003044,,548538953,394652,White,Male,No,45.452016743,548538953394652,Active,,,,,,,,Dispatched,Yes,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,No,January,,No weapon (unarmed),836731,East Precinct,1.964200913,,705525824,3884195,Asian,Male,No,15.303926941,3884195705525824,Active,,,,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),882231,North Precinct,2,,592546693,134886,Black,Male,No,56,5.92547e+14,Active,Active,,,,,,,Dispatched,Yes,,,2020
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),949741,North Precinct,7,,592546693,134886,Black,Male,No,56,5.92547e+14,Active,Active,,,,,,,Dispatched,Yes,,,2020
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),214861,Central Precinct,4.661111111,,104529758,345870,Black,Male,No,22,104529758345870,Active,Active,,,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (II and III),,,,,,,1200-1759,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,November,,,909731,North Precinct,6.119444444,,768529535,3821971,White,Male,Yes,24.938888889,7685295353821971,Aggressive,Aggressive,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (II and III),,,,,,,1200-1759,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,November,,,524500,North Precinct,17.811111111,,768529535,3821971,White,Male,Yes,24.938888889,7685295353821971,Aggressive,Aggressive,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,Takedown (II and III),,,,,,,1200-1759,Theft,THEFT - PRIORITY,,,December,,No weapon (unarmed),927141,East Precinct,3.075979833,,740539955,2005308,White,Male,Yes,38.010226408,7405399552005308,Active,Active,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,Takedown (II and III),Control against Resistance,,,,,,1200-1759,Collision,ACCIDENT - HIT AND RUN - COLD,,,June,,No weapon (unarmed),571201,East Precinct,2.097772070,,346537851,4040548,White,Female,Yes,21.473228691,3465378514040548,Active,Aggressive,Active,,,,,,Self-Initiated,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,Takedown (II and III),Control against Resistance,,,,,,1200-1759,Collision,ACCIDENT - HIT AND RUN - COLD,,,June,,No weapon (unarmed),427191,East Precinct,2.193662481,,346537851,4040548,White,Female,Yes,21.473228691,3465378514040548,Active,Aggressive,Active,,,,,,Self-Initiated,,Yes,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,Takedown (II and III),Control against Resistance,,,,,,1200-1759,Collision,ACCIDENT - HIT AND RUN - COLD,,,June,,No weapon (unarmed),594801,East Precinct,5.377338280,,346537851,4040548,White,Female,Yes,21.473228691,3465378514040548,Active,Aggressive,Active,,,,,,Self-Initiated,,Yes,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),321468,North Precinct,29.444353120,,502527602,301594,Black,Male,Yes,31.523805175,502527602301594,Aggressive,Aggressive,Active,,,,,,Dispatched,Yes,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),294671,Central Precinct,7.172222222,,104529758,345870,Black,Male,No,22,104529758345870,Active,Active,Active,,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,Control Against Resistance,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),1102751,Central Precinct,5.891666667,,104529758,345870,Black,Male,No,22,104529758345870,Aggressive,Active,Active,Active,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,October,,No weapon (unarmed),753121,Central Precinct,1.961111111,,712529105,3732446,Black,Male,Yes,23.516666667,7125291053732446,Active,Active,Active,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,,February,,,1102751,Central Precinct,5.068845129,,849526066,1150661,Black,Male,No,21.416790335,1150661849526066,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,,February,,,294671,Central Precinct,6.353767123,,849526066,1150661,Black,Male,No,21.263356164,1150661849526066,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Saturday,,,,PFA,Takedown (II and III),,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,August,,No weapon (unarmed),1102751,Central Precinct,5.605587900,,242528480,461735,Black,Male,No,33.742574201,242528480461735,Active,Active,,,,,,,Self-Initiated,,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,February,,No weapon (unarmed),557200,East Precinct,13,,616546124,361661,White,Male,Yes,30,6.16546e+14,Active,,,,,,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Sex Offense,SEX OFFENSE - PRIORITY,,,November,Needle / Spit / Bodily Fluids,,351681,East Precinct,8.118911720,,234539540,140567,White,Male,Yes,38.294254186,234539540140567,Active,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Sex Offense,SEX OFFENSE - PRIORITY,,,November,Needle / Spit / Bodily Fluids,,396079,East Precinct,21.140829528,,234539540,140567,White,Male,Yes,38.294254186,234539540140567,Active,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,September,,No weapon (unarmed),1061749,Central Precinct,21.985131279,,640528924,3833260,White,Male,Yes,45.218007991,6405289243833260,Active,,,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,March,,No weapon (unarmed),937241,East Precinct,2,,812546626,588065,White,Male,No,27,8.12547e+14,Aggressive,,,,,,,,Dispatched,Yes,,,2020
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,April,,No weapon (unarmed),1035151,East Precinct,2.193753805,,113536789,1796265,Black,Male,No,21.338959285,1135367891796265,Active,,,,,,,,Self-Initiated,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,August,,No weapon (unarmed),303471,North Precinct,10.766409817,,208538409,4060009,Black,Male,Yes,26.519834475,2085384094060009,Aggressive,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,August,,No weapon (unarmed),905230,North Precinct,12.549933409,,208538409,4060009,Black,Male,Yes,26.519796423,2085384094060009,Aggressive,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control Against Resistance,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),797721,East Precinct,5.462614155,,128519909,384456,Black,Male,No,30.832477169,384456128519909,Active,Active,,,,,,,Dispatched,Yes,,,2017
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Strikes/kicks,Strikes/kicks,Strikes/kicks,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,August,,No weapon (unarmed),250169,North Precinct,20.497802511,,208538409,4060009,Black,Male,Yes,26.519720320,2085384094060009,Active,Aggressive,Aggressive,Aggressive,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Takedown (II and III),,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,January,,No weapon (unarmed),269171,East Precinct,1.866348935,,1006535727,167343,Black,Male,Yes,23.912924277,1006535727167343,Active,Active,,,,,,,Self-Initiated,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Takedown (II and III),,,,,,,0600-1159,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,February,,No weapon (unarmed),1099151,East Precinct,3,,616546124,361661,White,Male,Yes,30,6.16546e+14,Active,Active,,,,,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Takedown (II and III),Control Against Resistance,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),132261,North Precinct,1.636147260,,502527602,301594,Black,Male,Yes,31.523818493,502527602301594,Aggressive,Aggressive,Active,,,,,,Dispatched,Yes,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Takedown (II and III),Resisted HC,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,October,,No weapon (unarmed),955241,North Precinct,2.157971842,,171539289,4063204,White,Male,No,39.308656773,1715392894063204,Active,Active,Active,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Takedown (IV),,,,,,,1800-2359,Theft,THEFT - PRIORITY,,,April,,No weapon (unarmed),998341,Central Precinct,1,,1007547027,604008,White,Male,Yes,26,1.00755e+15,Active,Active,,,,,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Takedown (IV),,,,,,,1800-2359,Theft,THEFT - PRIORITY,,,April,,No weapon (unarmed),1108351,Central Precinct,1,,1007547027,604008,White,Male,Yes,26,1.00755e+15,Active,Active,,,,,,,Dispatched,,,,2020
,III,Arrest-Misdemeanor,Saturday,,,,Strikes/kicks,Takedown (II and III),Strikes/kicks,,,,,,0600-1159,Assist,FIRE RELATED,,,September,,No weapon (unarmed),850631,North Precinct,7.677785388,,173528749,599419,White,Male,No,26.129840183,173528749599419,Active,Aggressive,Aggressive,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),1102751,Central Precinct,4.955774353,,128519909,384456,Black,Male,No,30.832486682,384456128519909,Active,Active,Active,,,,,,Dispatched,Yes,,,2017
,III,Arrest-Misdemeanor,Saturday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),717511,North Precinct,8.528367580,,128519909,384456,Black,Male,No,30.832477169,384456128519909,Active,Active,Active,,,,,,Dispatched,Yes,,,2017
,III,Arrest-Misdemeanor,Saturday,,,,Takedown,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,Control Against Resistance,-,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),847031,North Precinct,2.098234399,,128519909,384456,Black,Male,No,30.832480974,384456128519909,Active,Active,Active,Active,Active,Active,Active,Active,Dispatched,Yes,,,2017
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,,February,,,1102751,Central Precinct,5.068845129,,849526066,1934913,White,Male,No,21.263365677,1934913849526066,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,,February,,,468691,Central Precinct,6.161995814,,849526066,1934913,White,Male,No,21.263365677,1934913849526066,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,0000-0559,Disturbance,DISTURBANCE - COLD,,,February,,No weapon (unarmed),294671,Central Precinct,7.408331431,,211536279,3942403,Black,Male,No,27.148171613,2115362793942403,Active,,,,,,,,Self-Initiated,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,,351681,East Precinct,6.756784627,,680527864,2014837,Black,Female,Yes,37.962264079,6805278642014837,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,July,,No weapon (unarmed),777121,East Precinct,2.805447108,,420538032,530984,Hispanic,Male,Yes,33.402821537,420538032530984,Active,,,,,,,,Self-Initiated,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),256071,North Precinct,3.342941400,,514538673,548312,Black,Female,No,19.077187976,514538673548312,Aggressive,,,,,,,,Dispatched,Yes,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,July,,No weapon (unarmed),884731,Central Precinct,5.856457382,,111527958,539986,White,Male,Yes,41.746868341,111527958539986,Active,,,,,,,,Self-Initiated,,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,1200-1759,Theft,THEFT - PRIORITY,,,May,,No weapon (unarmed),276171,East Precinct,2.097602740,,1010537127,3575609,White,Male,Yes,56.171689498,10105371273575609,Aggressive,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,1200-1759,Theft,THEFT - PRIORITY,,,December,,No weapon (unarmed),216161,East Precinct,2.788308600,,740539955,2005308,White,Male,Yes,38.010226408,7405399552005308,Active,,,,,,,,Dispatched,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,1800-2359,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,April,,No weapon (unarmed),670208,Central Precinct,25.553272451,,244526910,3915422,White,Male,No,23.621765601,2445269103915422,Active,,,,,,,,Dispatched,Yes,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),132261,Central Precinct,1.906210046,,118528839,3969542,White,Male,Yes,53.292511416,1185288393969542,Aggressive,,,,,,,,Dispatched,Yes,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),834931,Central Precinct,3.900770548,,118528839,3969542,White,Male,Yes,53.292551370,1185288393969542,Aggressive,,,,,,,,Dispatched,Yes,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),196561,Central Precinct,6.048675799,,118528839,3969542,White,Male,Yes,53.292511416,1185288393969542,Aggressive,,,,,,,,Dispatched,Yes,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),Control Against Resistance,,,,,,,1800-2359,Alarm,ALARM - AUDIBLE / MONITORED - PRIORITY,,,June,,No weapon (unarmed),801721,East Precinct,5.961541096,,817527786,550839,White,Male,Yes,40.386198630,817527786550839,Active,Active,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),Control Against Resistance,Control Against Resistance,Resisted HC,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),949741,North Precinct,5.701887367,,502527602,301594,Black,Male,Yes,31.523805175,502527602301594,Aggressive,Active,Active,Active,,,,,Dispatched,Yes,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),Resisted HC,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,January,,No weapon (unarmed),515991,East Precinct,3.438982116,,1006535727,167343,Black,Male,Yes,23.912954718,1006535727167343,Active,Active,,,,,,,Self-Initiated,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),Resisted HC,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,September,,No weapon (unarmed),1104751,Central Precinct,5.702939498,,640528924,3833260,White,Male,Yes,45.218007991,6405289243833260,Aggressive,Active,,,,,,,Dispatched,,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),Strikes/kicks,Resisted HC,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,No,January,,No weapon (unarmed),551100,East Precinct,11.975045662,,705525824,3884195,Asian,Male,No,15.303812785,3884195705525824,Active,Aggressive,Active,,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),Takedown (II and III),Takedown (II and III),,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,April,,No weapon (unarmed),1090651,East Precinct,7.908708143,,113536789,1796265,Black,Male,No,21.338959285,1135367891796265,Aggressive,Aggressive,Aggressive,,,,,,Self-Initiated,,,,2019
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,October,,No weapon (unarmed),439190,Central Precinct,12.022222222,,712529105,3732446,Black,Male,Yes,23.516666667,7125291053732446,Active,,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),Control Against Resistance,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,October,,No weapon (unarmed),784021,Central Precinct,2.880555556,,712529105,3732446,Black,Male,Yes,23.516666667,7125291053732446,Active,Active,,,,,,,Dispatched,,,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),Control Against Resistance,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,April,,No weapon (unarmed),439991,Central Precinct,3.958141172,,944526907,569699,White,Male,No,33.410195967,944526907569699,Active,Active,,,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),Control Against Resistance,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,April,,No weapon (unarmed),164861,Central Precinct,4.034853501,,944526907,569699,White,Male,No,33.410195967,944526907569699,Active,Active,,,,,,,Dispatched,Yes,Yes,,2018
,III,Arrest-Misdemeanor,Saturday,,Firearm - Implied,,Strikes/kicks,Resisted HC,Resisted HC,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,March,,,996539,Transit (PPB Only),20.221799848,,1000536617,449433,White,Male,Yes,33.764151446,1000536617449433,Aggressive,Active,Active,,,,,,Self-Initiated,,,,2019
,III,Arrest-Warrant,Saturday,,,,Aerosol rest.,,,,,,,,0600-1159,Area/Premise Check,PREMISE CHECK,,,March,,No weapon (unarmed),1102751,East Precinct,7,,447546622,589037,White,Female,Yes,27,4.47547e+14,Active,,,,,,,,Dispatched,,Yes,,2020
,III,Arrest-Warrant,Saturday,,,,Box-in VIS,Resisted HC,Takedown (II and III),Control Against Resistance,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,January,,No weapon (unarmed),166661,North Precinct,6.509299848,,595525743,520111,White,Male,Yes,34.821628615,520111595525743,Passive,Active,Active,Active,,,,,Self-Initiated,Yes,,,2018
,III,Arrest-Warrant,Saturday,,,,Control against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,March,,,554201,Central Precinct,1.828363775,,106536608,1706358,White,Male,Yes,45.970829528,1065366081706358,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,III,Arrest-Warrant,Saturday,,,,Control against Resistance,,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,February,,,554201,Central Precinct,1.751617199,,366536281,219220,White,Male,No,50.765315830,366536281219220,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
